Name,Department,Faculty,Profile_Link
Dr. A. Arulkanthan,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Dr%20Arulkanthan.php
Dr. A. W. Kalupahana,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Dr%20kalupahana.php
Dr. S.S.S de S. Jagoda,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Dr%20jagoda.php
Dr. K.K.Wijesundara,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Drkavindrawijesundara.php
Dr. W Deepani D Fernando,Department of Veterinary Pathobiology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vpb/Dr%20deepaninew.php
Dr. Madhavi H. Hathurusinghe,Department of Veterinary Public Health and Pharmacology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vphp/Dr_Madhavi_Hathurusinghe.php
Dr. R.S.Kalupahanaa,Department of Veterinary Public Health and Pharmacology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vphp/Dr_RS_Kalupahana.php
Dr. B. R. Fernando,Department of Veterinary Public Health and Pharmacology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vphp/Dr%20B%20R%20Fernandonew.php
Dr. K. S. A. Kottawatta,Department of Veterinary Public Health and Pharmacology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vphp/Dr%20K%20S%20A%20Kottawattanew.php
Dr. Thusitha K. Karunarathna,Department of Veterinary Public Health and Pharmacology,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vphp/Dr_thusith_%20karunaratne.php
Dr. Nayana Wijayawardhane,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/DrNayanaWijewardena.php
Prof.Indira D. Silva,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Prof_I_D%20Silva.php
Dr. D. D. Niranjala de Silva,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Dr%20N%20deSilva.php
Prof.Ashoka Dangolla,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/DrAshokaDangolla.php
Dr. R. A. D. Eranda Indrajith,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/DrErandaIndrajith.php
Dr. E. R. K. V. Edirimanne,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Dr%20Vathsala%20Edirimanne.php
Dr. W. R. Bandula Kumara,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Dr%20Bandula%20Kumara.php
Dr. D.R. Anuruddhika Dissanayake,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Dr%20Anuruddika%20Dissanayakenew.php
Dr. H. M. Suranji Wijekoon,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Dr_Suranji_Wijekoon.php
Dr.M.G.C.M Jayasinghe,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/DrManjula%20Jayasinghe.php
Dr. H. M. H. S. Ariyarathna,Department of Veterinary Clinical Science,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/vcs/Dr%20Harsha%20Ariyaratne.php
Prof. P. G. Anil Pushpakumara,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/DrPGAnil%20Pushpakumara.php
Prof. Basil Alexander,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/Prof_Basil_D_Alexander.php
Dr. M. N. M. Fouzi,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/DrMFouzi.php
Dr. M. L. A. N. R. Deepani,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/Dr_MLANRDeepani.php
Dr. R. A. Chanaka Rabel,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/Dr%20Chanaka%20Rabel.php
Dr. Aruna Amarasinghe,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/DrArunaAmarasekaranew.php
Dr. K. Nizanantha,Department of Farm Animal Health and Production,Faculty of Veterinary Medicine and Animal Science,http://vet.pdn.ac.lk/faph/DrNizanathan.php
,,,target='_blank'
